metric_name,bootstrap_type,n_models,n_bootstrap,kendall_tau_mean,kendall_tau_std,kendall_tau_min,rank_change_rate,fragility_index
normalized_code_match,task_id,6,500,0.8481783158433521,0.1400109579377928,0.4666666666666666,0.672,0.07591084207832394
normalized_code_match,prompt_id,6,500,0.86197226552185,0.14205969283463943,0.5962847939999439,0.55,0.06901386723907499
normalized_code_match,run_id,6,500,0.9999999999999998,1.1102230246251565e-16,0.9999999999999999,0.0,1.1102230246251565e-16
normalized_code_match,overall,6,1500,0.903383527121734,0.13401651072654194,0.4666666666666666,0.4073333333333333,0.04830823643913301
