delta,pairs,nt_80,max_gap
0.05,14,60,0.6492378048780487
0.1,11,20,0.6492378048780487
0.15,10,20,0.6492378048780487
0.2,7,10,0.6492378048780487
0.25,7,10,0.6492378048780487
