component,ss,pct
model,1966.9002286585367,22.177943507051456
task_id,2651.459832317073,29.89675099710043
prompt_id,0.03849085365853806,0.0004340067510996458
run_index,0.14420731707317255,0.0016260213328326907
temperature,0.0012449186991870588,1.4037182048767638e-05
residual,4250.178328252032,47.92323143058213
